customer_id,name,email,country,segment,created_at
CUST-01011,Customer 1011,customer1011@example.com,FR,mid-market,2020-09-25T00:00:00
CUST-01012,Customer 1012,customer1012@example.com,UK,consumer,2021-11-18T00:00:00
CUST-01013,Customer 1013,customer1013@example.com,US,enterprise,2021-11-07T00:00:00
CUST-01014,Customer 1014,customer1014@example.com,IN,enterprise,2022-12-03T00:00:00
CUST-01015,Customer 1015,customer1015@example.com,UK,small-business,2022-01-12T00:00:00
CUST-01016,Customer 1016,customer1016@example.com,UK,mid-market,2021-12-02T00:00:00
CUST-01017,Customer 1017,customer1017@example.com,DE,enterprise,2020-12-10T00:00:00
CUST-01018,Customer 1018,customer1018@example.com,BR,small-business,2022-07-04T00:00:00
CUST-01019,Customer 1019,customer1019@example.com,AU,enterprise,2022-12-08T00:00:00
CUST-01020,Customer 1020,customer1020@example.com,UK,small-business,2021-06-04T00:00:00
CUST-01021,Customer 1021,customer1021@example.com,JP,enterprise,2021-02-04T00:00:00
CUST-01022,Customer 1022,customer1022@example.com,US,small-business,2020-03-02T00:00:00
CUST-01023,Customer 1023,customer1023@example.com,CA,consumer,2021-08-13T00:00:00
CUST-01024,Customer 1024,customer1024@example.com,IN,consumer,2022-01-13T00:00:00
CUST-01025,Customer 1025,customer1025@example.com,KR,mid-market,2020-09-25T00:00:00
CUST-01026,Customer 1026,customer1026@example.com,DE,small-business,2020-09-19T00:00:00
CUST-01027,Customer 1027,customer1027@example.com,BR,enterprise,2021-08-26T00:00:00
CUST-01028,Customer 1028,customer1028@example.com,AU,small-business,2021-06-02T00:00:00
CUST-01029,Customer 1029,customer1029@example.com,CA,small-business,2022-03-27T00:00:00
CUST-01030,Customer 1030,customer1030@example.com,AU,small-business,2022-10-17T00:00:00
CUST-01031,Customer 1031,customer1031@example.com,BR,consumer,2023-07-10T00:00:00
CUST-01032,Customer 1032,customer1032@example.com,KR,mid-market,2023-09-12T00:00:00
CUST-01033,Customer 1033,customer1033@example.com,US,small-business,2022-01-23T00:00:00
CUST-01034,Customer 1034,customer1034@example.com,FR,consumer,2023-01-19T00:00:00
CUST-01035,Customer 1035,customer1035@example.com,BR,mid-market,2021-10-16T00:00:00
CUST-01036,Customer 1036,customer1036@example.com,CA,enterprise,2023-03-11T00:00:00
CUST-01037,Customer 1037,customer1037@example.com,UK,small-business,2023-05-20T00:00:00
CUST-01038,Customer 1038,customer1038@example.com,AU,mid-market,2021-07-10T00:00:00
CUST-01039,Customer 1039,customer1039@example.com,FR,mid-market,2021-11-29T00:00:00
CUST-01040,Customer 1040,customer1040@example.com,KR,enterprise,2020-08-11T00:00:00
CUST-01041,Customer 1041,customer1041@example.com,FR,enterprise,2022-05-01T00:00:00
CUST-01042,Customer 1042,customer1042@example.com,IN,consumer,2021-01-13T00:00:00
CUST-01043,Customer 1043,customer1043@example.com,UK,mid-market,2022-02-04T00:00:00
CUST-01044,Customer 1044,customer1044@example.com,US,consumer,2023-12-05T00:00:00
CUST-01045,Customer 1045,customer1045@example.com,DE,mid-market,2022-04-13T00:00:00
CUST-01046,Customer 1046,customer1046@example.com,JP,mid-market,2021-07-02T00:00:00
CUST-01047,Customer 1047,customer1047@example.com,UK,enterprise,2020-06-29T00:00:00
CUST-01048,Customer 1048,customer1048@example.com,JP,mid-market,2021-07-03T00:00:00
CUST-01049,Customer 1049,customer1049@example.com,CA,mid-market,2020-06-27T00:00:00
CUST-01050,Customer 1050,customer1050@example.com,AU,consumer,2020-08-31T00:00:00
CUST-01051,Customer 1051,customer1051@example.com,DE,enterprise,2023-11-04T00:00:00
CUST-01052,Customer 1052,customer1052@example.com,DE,consumer,2021-11-03T00:00:00
CUST-01053,Customer 1053,customer1053@example.com,CA,mid-market,2020-05-29T00:00:00
CUST-01054,Customer 1054,customer1054@example.com,JP,small-business,2022-02-21T00:00:00
CUST-01055,Customer 1055,customer1055@example.com,UK,enterprise,2023-06-25T00:00:00
CUST-01056,Customer 1056,customer1056@example.com,BR,consumer,2023-01-15T00:00:00
CUST-01057,Customer 1057,customer1057@example.com,UK,enterprise,2022-05-13T00:00:00
CUST-01058,Customer 1058,customer1058@example.com,UK,consumer,2021-06-23T00:00:00
CUST-01059,Customer 1059,customer1059@example.com,UK,consumer,2021-02-25T00:00:00
CUST-01060,Customer 1060,customer1060@example.com,UK,small-business,2020-09-09T00:00:00
CUST-01061,Customer 1061,customer1061@example.com,FR,small-business,2021-07-28T00:00:00
CUST-01062,Customer 1062,customer1062@example.com,FR,small-business,2023-11-06T00:00:00
CUST-01063,Customer 1063,customer1063@example.com,BR,mid-market,2020-07-17T00:00:00
CUST-01064,Customer 1064,customer1064@example.com,US,mid-market,2023-05-06T00:00:00
CUST-01065,Customer 1065,customer1065@example.com,UK,mid-market,2020-05-04T00:00:00
CUST-01066,Customer 1066,customer1066@example.com,US,enterprise,2022-01-27T00:00:00
CUST-01067,Customer 1067,customer1067@example.com,DE,mid-market,2021-12-31T00:00:00
CUST-01068,Customer 1068,customer1068@example.com,DE,enterprise,2021-02-11T00:00:00
CUST-01069,Customer 1069,customer1069@example.com,IN,mid-market,2020-05-25T00:00:00
CUST-01070,Customer 1070,customer1070@example.com,FR,mid-market,2023-05-28T00:00:00
CUST-01071,Customer 1071,customer1071@example.com,FR,small-business,2021-10-24T00:00:00
CUST-01072,Customer 1072,customer1072@example.com,UK,enterprise,2021-02-10T00:00:00
CUST-01073,Customer 1073,customer1073@example.com,DE,mid-market,2022-02-16T00:00:00
CUST-01074,Customer 1074,customer1074@example.com,JP,mid-market,2022-08-02T00:00:00
CUST-01075,Customer 1075,customer1075@example.com,AU,small-business,2020-05-15T00:00:00
CUST-01076,Customer 1076,customer1076@example.com,US,enterprise,2020-08-25T00:00:00
CUST-01077,Customer 1077,customer1077@example.com,JP,enterprise,2022-08-10T00:00:00
CUST-01078,Customer 1078,customer1078@example.com,KR,small-business,2020-12-09T00:00:00
CUST-01079,Customer 1079,customer1079@example.com,CA,consumer,2020-07-05T00:00:00
CUST-01080,Customer 1080,customer1080@example.com,US,small-business,2023-06-20T00:00:00
CUST-01081,Customer 1081,customer1081@example.com,UK,enterprise,2021-03-29T00:00:00
CUST-01082,Customer 1082,customer1082@example.com,BR,consumer,2022-07-27T00:00:00
CUST-01083,Customer 1083,customer1083@example.com,US,enterprise,2020-09-09T00:00:00
CUST-01084,Customer 1084,customer1084@example.com,DE,small-business,2021-01-08T00:00:00
CUST-01085,Customer 1085,customer1085@example.com,BR,enterprise,2020-01-13T00:00:00
CUST-01086,Customer 1086,customer1086@example.com,FR,mid-market,2022-12-24T00:00:00
CUST-01087,Customer 1087,customer1087@example.com,FR,enterprise,2020-06-25T00:00:00
CUST-01088,Customer 1088,customer1088@example.com,CA,small-business,2020-03-26T00:00:00
CUST-01089,Customer 1089,customer1089@example.com,US,consumer,2021-03-06T00:00:00
CUST-01090,Customer 1090,customer1090@example.com,BR,small-business,2020-08-27T00:00:00
CUST-01091,Customer 1091,customer1091@example.com,DE,consumer,2022-07-09T00:00:00
CUST-01092,Customer 1092,customer1092@example.com,IN,enterprise,2021-12-16T00:00:00
CUST-01093,Customer 1093,customer1093@example.com,IN,mid-market,2023-09-30T00:00:00
CUST-01094,Customer 1094,customer1094@example.com,JP,enterprise,2020-03-15T00:00:00
CUST-01095,Customer 1095,customer1095@example.com,AU,mid-market,2020-04-08T00:00:00
CUST-01096,Customer 1096,customer1096@example.com,AU,enterprise,2023-06-23T00:00:00
CUST-01097,Customer 1097,customer1097@example.com,UK,small-business,2021-03-16T00:00:00
CUST-01098,Customer 1098,customer1098@example.com,AU,consumer,2022-02-17T00:00:00
CUST-01099,Customer 1099,customer1099@example.com,FR,enterprise,2020-01-24T00:00:00
CUST-01100,Customer 1100,customer1100@example.com,BR,consumer,2022-11-30T00:00:00
CUST-01101,Customer 1101,customer1101@example.com,AU,mid-market,2022-07-20T00:00:00
CUST-01102,Customer 1102,customer1102@example.com,BR,mid-market,2022-11-21T00:00:00
CUST-01103,Customer 1103,customer1103@example.com,UK,consumer,2023-02-22T00:00:00
CUST-01104,Customer 1104,customer1104@example.com,FR,enterprise,2023-06-23T00:00:00
CUST-01105,Customer 1105,customer1105@example.com,US,consumer,2021-12-07T00:00:00
CUST-01106,Customer 1106,customer1106@example.com,JP,enterprise,2022-08-01T00:00:00
CUST-01107,Customer 1107,customer1107@example.com,DE,small-business,2022-05-30T00:00:00
CUST-01108,Customer 1108,customer1108@example.com,US,consumer,2023-03-24T00:00:00
CUST-01109,Customer 1109,customer1109@example.com,BR,consumer,2023-09-10T00:00:00
CUST-01110,Customer 1110,customer1110@example.com,UK,small-business,2022-04-05T00:00:00
CUST-01111,Customer 1111,customer1111@example.com,JP,consumer,2023-04-24T00:00:00
CUST-01112,Customer 1112,customer1112@example.com,BR,enterprise,2021-06-16T00:00:00
CUST-01113,Customer 1113,customer1113@example.com,CA,enterprise,2022-03-12T00:00:00
CUST-01114,Customer 1114,customer1114@example.com,IN,enterprise,2020-01-31T00:00:00
CUST-01115,Customer 1115,customer1115@example.com,UK,consumer,2022-04-23T00:00:00
CUST-01116,Customer 1116,customer1116@example.com,AU,enterprise,2021-02-27T00:00:00
CUST-01117,Customer 1117,customer1117@example.com,AU,mid-market,2021-07-05T00:00:00
CUST-01118,Customer 1118,customer1118@example.com,JP,mid-market,2020-05-03T00:00:00
CUST-01119,Customer 1119,customer1119@example.com,IN,consumer,2022-06-20T00:00:00
CUST-01120,Customer 1120,customer1120@example.com,AU,small-business,2022-07-08T00:00:00
CUST-01121,Customer 1121,customer1121@example.com,IN,mid-market,2020-01-12T00:00:00
CUST-01122,Customer 1122,customer1122@example.com,AU,enterprise,2020-04-03T00:00:00
CUST-01123,Customer 1123,customer1123@example.com,JP,consumer,2020-03-19T00:00:00
CUST-01124,Customer 1124,customer1124@example.com,KR,mid-market,2022-12-08T00:00:00
CUST-01125,Customer 1125,customer1125@example.com,DE,mid-market,2021-11-24T00:00:00
CUST-01126,Customer 1126,customer1126@example.com,BR,consumer,2022-08-24T00:00:00
CUST-01127,Customer 1127,customer1127@example.com,IN,consumer,2022-01-16T00:00:00
CUST-01128,Customer 1128,customer1128@example.com,AU,mid-market,2020-03-05T00:00:00
CUST-01129,Customer 1129,customer1129@example.com,FR,small-business,2020-07-04T00:00:00
CUST-01130,Customer 1130,customer1130@example.com,FR,enterprise,2020-04-17T00:00:00
CUST-01131,Customer 1131,customer1131@example.com,FR,mid-market,2021-02-04T00:00:00
CUST-01132,Customer 1132,customer1132@example.com,JP,mid-market,2021-03-31T00:00:00
CUST-01133,Customer 1133,customer1133@example.com,BR,enterprise,2020-08-31T00:00:00
CUST-01134,Customer 1134,customer1134@example.com,FR,mid-market,2020-10-19T00:00:00
CUST-01135,Customer 1135,customer1135@example.com,CA,consumer,2023-05-16T00:00:00
CUST-01136,Customer 1136,customer1136@example.com,AU,consumer,2021-09-03T00:00:00
CUST-01137,Customer 1137,customer1137@example.com,UK,consumer,2020-03-21T00:00:00
CUST-01138,Customer 1138,customer1138@example.com,BR,small-business,2021-04-04T00:00:00
CUST-01139,Customer 1139,customer1139@example.com,AU,consumer,2021-08-26T00:00:00
CUST-01140,Customer 1140,customer1140@example.com,US,mid-market,2023-08-23T00:00:00
CUST-01141,Customer 1141,customer1141@example.com,CA,consumer,2021-04-28T00:00:00
CUST-01142,Customer 1142,customer1142@example.com,UK,mid-market,2021-12-15T00:00:00
CUST-01143,Customer 1143,customer1143@example.com,IN,small-business,2022-10-04T00:00:00
CUST-01144,Customer 1144,customer1144@example.com,IN,mid-market,2022-08-14T00:00:00
CUST-01145,Customer 1145,customer1145@example.com,KR,mid-market,2021-03-07T00:00:00
CUST-01146,Customer 1146,customer1146@example.com,UK,enterprise,2022-04-22T00:00:00
CUST-01147,Customer 1147,customer1147@example.com,FR,mid-market,2020-03-11T00:00:00
CUST-01148,Customer 1148,customer1148@example.com,KR,mid-market,2023-11-07T00:00:00
CUST-01149,Customer 1149,customer1149@example.com,JP,small-business,2020-08-03T00:00:00
CUST-01150,Customer 1150,customer1150@example.com,UK,enterprise,2020-09-25T00:00:00
CUST-01151,Customer 1151,customer1151@example.com,JP,mid-market,2023-03-11T00:00:00
CUST-01152,Customer 1152,customer1152@example.com,US,consumer,2023-03-15T00:00:00
CUST-01153,Customer 1153,customer1153@example.com,FR,consumer,2022-08-06T00:00:00
CUST-01154,Customer 1154,customer1154@example.com,FR,consumer,2022-05-24T00:00:00
CUST-01155,Customer 1155,customer1155@example.com,AU,enterprise,2021-07-18T00:00:00
CUST-01156,Customer 1156,customer1156@example.com,BR,enterprise,2022-01-27T00:00:00
CUST-01157,Customer 1157,customer1157@example.com,CA,consumer,2023-09-09T00:00:00
CUST-01158,Customer 1158,customer1158@example.com,CA,mid-market,2021-09-15T00:00:00
CUST-01159,Customer 1159,customer1159@example.com,BR,mid-market,2020-10-07T00:00:00
CUST-01160,Customer 1160,customer1160@example.com,US,mid-market,2022-07-25T00:00:00
CUST-01161,Customer 1161,customer1161@example.com,FR,small-business,2021-08-27T00:00:00
CUST-01162,Customer 1162,customer1162@example.com,AU,consumer,2020-04-14T00:00:00
CUST-01163,Customer 1163,customer1163@example.com,AU,small-business,2022-03-29T00:00:00
CUST-01164,Customer 1164,customer1164@example.com,AU,enterprise,2021-05-18T00:00:00
CUST-01165,Customer 1165,customer1165@example.com,JP,enterprise,2023-04-18T00:00:00
CUST-01166,Customer 1166,customer1166@example.com,CA,small-business,2023-03-06T00:00:00
CUST-01167,Customer 1167,customer1167@example.com,BR,small-business,2022-04-02T00:00:00
CUST-01168,Customer 1168,customer1168@example.com,KR,enterprise,2023-03-28T00:00:00
CUST-01169,Customer 1169,customer1169@example.com,AU,enterprise,2020-02-19T00:00:00
CUST-01170,Customer 1170,customer1170@example.com,BR,small-business,2022-03-06T00:00:00
CUST-01171,Customer 1171,customer1171@example.com,KR,mid-market,2021-01-19T00:00:00
CUST-01172,Customer 1172,customer1172@example.com,US,enterprise,2023-06-09T00:00:00
CUST-01173,Customer 1173,customer1173@example.com,AU,small-business,2021-07-14T00:00:00
CUST-01174,Customer 1174,customer1174@example.com,US,small-business,2020-02-29T00:00:00
CUST-01175,Customer 1175,customer1175@example.com,FR,consumer,2020-05-07T00:00:00
CUST-01176,Customer 1176,customer1176@example.com,IN,small-business,2023-08-01T00:00:00
CUST-01177,Customer 1177,customer1177@example.com,KR,mid-market,2020-06-09T00:00:00
CUST-01178,Customer 1178,customer1178@example.com,DE,consumer,2020-08-24T00:00:00
CUST-01179,Customer 1179,customer1179@example.com,US,mid-market,2022-11-22T00:00:00
CUST-01180,Customer 1180,customer1180@example.com,US,consumer,2023-08-11T00:00:00
CUST-01181,Customer 1181,customer1181@example.com,BR,enterprise,2022-11-28T00:00:00
CUST-01182,Customer 1182,customer1182@example.com,KR,small-business,2022-08-14T00:00:00
CUST-01183,Customer 1183,customer1183@example.com,IN,mid-market,2022-01-12T00:00:00
CUST-01184,Customer 1184,customer1184@example.com,IN,small-business,2021-05-19T00:00:00
CUST-01185,Customer 1185,customer1185@example.com,JP,mid-market,2021-12-07T00:00:00
CUST-01186,Customer 1186,customer1186@example.com,DE,consumer,2023-03-17T00:00:00
CUST-01187,Customer 1187,customer1187@example.com,BR,enterprise,2020-08-31T00:00:00
CUST-01188,Customer 1188,customer1188@example.com,IN,consumer,2020-05-10T00:00:00
CUST-01189,Customer 1189,customer1189@example.com,AU,consumer,2023-10-04T00:00:00
CUST-01190,Customer 1190,customer1190@example.com,DE,mid-market,2021-02-12T00:00:00
CUST-01191,Customer 1191,customer1191@example.com,JP,small-business,2021-02-26T00:00:00
CUST-01192,Customer 1192,customer1192@example.com,JP,small-business,2022-05-27T00:00:00
CUST-01193,Customer 1193,customer1193@example.com,UK,small-business,2020-10-31T00:00:00
CUST-01194,Customer 1194,customer1194@example.com,UK,enterprise,2020-12-04T00:00:00
CUST-01195,Customer 1195,customer1195@example.com,FR,consumer,2022-08-16T00:00:00
CUST-01196,Customer 1196,customer1196@example.com,FR,small-business,2023-06-06T00:00:00
CUST-01197,Customer 1197,customer1197@example.com,CA,small-business,2020-11-18T00:00:00
CUST-01198,Customer 1198,customer1198@example.com,US,consumer,2022-02-26T00:00:00
CUST-01199,Customer 1199,customer1199@example.com,FR,mid-market,2021-08-10T00:00:00
CUST-01200,Customer 1200,customer1200@example.com,DE,enterprise,2022-02-23T00:00:00
CUST-01201,Customer 1201,customer1201@example.com,US,enterprise,2023-06-21T00:00:00
CUST-01202,Customer 1202,customer1202@example.com,UK,consumer,2021-03-16T00:00:00
CUST-01203,Customer 1203,customer1203@example.com,IN,mid-market,2023-07-24T00:00:00
CUST-01204,Customer 1204,customer1204@example.com,UK,consumer,2023-01-30T00:00:00
CUST-01205,Customer 1205,customer1205@example.com,UK,mid-market,2022-09-20T00:00:00
CUST-01206,Customer 1206,customer1206@example.com,CA,mid-market,2022-09-13T00:00:00
CUST-01207,Customer 1207,customer1207@example.com,FR,small-business,2022-07-16T00:00:00
CUST-01208,Customer 1208,customer1208@example.com,US,consumer,2022-05-06T00:00:00
CUST-01209,Customer 1209,customer1209@example.com,CA,consumer,2020-06-15T00:00:00
CUST-01210,Customer 1210,customer1210@example.com,US,consumer,2020-12-09T00:00:00
CUST-01211,Customer 1211,customer1211@example.com,CA,consumer,2021-11-23T00:00:00
CUST-01212,Customer 1212,customer1212@example.com,US,mid-market,2020-02-11T00:00:00
CUST-01213,Customer 1213,customer1213@example.com,UK,enterprise,2020-03-25T00:00:00
CUST-01214,Customer 1214,customer1214@example.com,US,mid-market,2021-09-22T00:00:00
CUST-01215,Customer 1215,customer1215@example.com,US,small-business,2023-03-19T00:00:00
CUST-01216,Customer 1216,customer1216@example.com,KR,mid-market,2022-05-03T00:00:00
CUST-01217,Customer 1217,customer1217@example.com,UK,small-business,2020-10-04T00:00:00
CUST-01218,Customer 1218,customer1218@example.com,FR,consumer,2023-02-26T00:00:00
CUST-01219,Customer 1219,customer1219@example.com,US,mid-market,2021-08-10T00:00:00
CUST-01220,Customer 1220,customer1220@example.com,FR,consumer,2022-11-26T00:00:00
CUST-01221,Customer 1221,customer1221@example.com,US,small-business,2020-06-11T00:00:00
CUST-01222,Customer 1222,customer1222@example.com,BR,mid-market,2022-04-20T00:00:00
CUST-01223,Customer 1223,customer1223@example.com,JP,small-business,2020-08-12T00:00:00
CUST-01224,Customer 1224,customer1224@example.com,FR,enterprise,2022-07-20T00:00:00
CUST-01225,Customer 1225,customer1225@example.com,DE,mid-market,2023-05-17T00:00:00
CUST-01226,Customer 1226,customer1226@example.com,UK,consumer,2021-09-03T00:00:00
CUST-01227,Customer 1227,customer1227@example.com,AU,enterprise,2021-06-15T00:00:00
CUST-01228,Customer 1228,customer1228@example.com,FR,small-business,2022-07-14T00:00:00
CUST-01229,Customer 1229,customer1229@example.com,DE,small-business,2020-07-01T00:00:00
CUST-01230,Customer 1230,customer1230@example.com,CA,mid-market,2021-10-27T00:00:00
CUST-01231,Customer 1231,customer1231@example.com,AU,enterprise,2023-05-29T00:00:00
CUST-01232,Customer 1232,customer1232@example.com,US,consumer,2020-07-09T00:00:00
CUST-01233,Customer 1233,customer1233@example.com,JP,mid-market,2021-09-24T00:00:00
CUST-01234,Customer 1234,customer1234@example.com,AU,mid-market,2021-01-22T00:00:00
CUST-01235,Customer 1235,customer1235@example.com,KR,enterprise,2020-09-30T00:00:00
CUST-01236,Customer 1236,customer1236@example.com,IN,mid-market,2023-02-27T00:00:00
CUST-01237,Customer 1237,customer1237@example.com,CA,small-business,2023-03-21T00:00:00
CUST-01238,Customer 1238,customer1238@example.com,US,small-business,2021-10-23T00:00:00
CUST-01239,Customer 1239,customer1239@example.com,BR,enterprise,2023-06-01T00:00:00
CUST-01240,Customer 1240,customer1240@example.com,KR,small-business,2022-10-30T00:00:00
CUST-01241,Customer 1241,customer1241@example.com,JP,mid-market,2021-12-20T00:00:00
CUST-01242,Customer 1242,customer1242@example.com,IN,mid-market,2022-07-07T00:00:00
CUST-01243,Customer 1243,customer1243@example.com,AU,mid-market,2021-03-02T00:00:00
CUST-01244,Customer 1244,customer1244@example.com,AU,small-business,2020-04-15T00:00:00
CUST-01245,Customer 1245,customer1245@example.com,BR,consumer,2020-03-15T00:00:00
CUST-01246,Customer 1246,customer1246@example.com,AU,consumer,2020-02-09T00:00:00
CUST-01247,Customer 1247,customer1247@example.com,BR,small-business,2023-09-02T00:00:00
CUST-01248,Customer 1248,customer1248@example.com,AU,enterprise,2021-08-01T00:00:00
CUST-01249,Customer 1249,customer1249@example.com,DE,enterprise,2020-10-23T00:00:00
CUST-01250,Customer 1250,customer1250@example.com,KR,mid-market,2022-10-20T00:00:00
CUST-01251,Customer 1251,customer1251@example.com,FR,consumer,2021-07-04T00:00:00
CUST-01252,Customer 1252,customer1252@example.com,US,consumer,2023-07-10T00:00:00
CUST-01253,Customer 1253,customer1253@example.com,DE,enterprise,2021-03-30T00:00:00
CUST-01254,Customer 1254,customer1254@example.com,IN,mid-market,2021-03-16T00:00:00
CUST-01255,Customer 1255,customer1255@example.com,IN,consumer,2020-10-22T00:00:00
CUST-01256,Customer 1256,customer1256@example.com,UK,small-business,2023-04-06T00:00:00
CUST-01257,Customer 1257,customer1257@example.com,CA,small-business,2021-12-12T00:00:00
CUST-01258,Customer 1258,customer1258@example.com,JP,mid-market,2023-10-26T00:00:00
CUST-01259,Customer 1259,customer1259@example.com,AU,enterprise,2021-05-25T00:00:00
CUST-01260,Customer 1260,customer1260@example.com,BR,consumer,2020-02-07T00:00:00
CUST-01261,Customer 1261,customer1261@example.com,KR,mid-market,2021-09-04T00:00:00
CUST-01262,Customer 1262,customer1262@example.com,FR,consumer,2023-02-21T00:00:00
CUST-01263,Customer 1263,customer1263@example.com,BR,enterprise,2020-06-18T00:00:00
CUST-01264,Customer 1264,customer1264@example.com,AU,mid-market,2022-12-06T00:00:00
CUST-01265,Customer 1265,customer1265@example.com,UK,small-business,2020-12-27T00:00:00
CUST-01266,Customer 1266,customer1266@example.com,JP,consumer,2023-11-29T00:00:00
CUST-01267,Customer 1267,customer1267@example.com,DE,small-business,2021-12-08T00:00:00
CUST-01268,Customer 1268,customer1268@example.com,CA,enterprise,2020-02-05T00:00:00
CUST-01269,Customer 1269,customer1269@example.com,FR,small-business,2020-06-11T00:00:00
CUST-01270,Customer 1270,customer1270@example.com,US,consumer,2020-11-09T00:00:00
CUST-01271,Customer 1271,customer1271@example.com,CA,enterprise,2020-07-21T00:00:00
CUST-01272,Customer 1272,customer1272@example.com,BR,consumer,2020-08-06T00:00:00
CUST-01273,Customer 1273,customer1273@example.com,KR,enterprise,2021-08-18T00:00:00
CUST-01274,Customer 1274,customer1274@example.com,US,small-business,2021-08-12T00:00:00
CUST-01275,Customer 1275,customer1275@example.com,US,enterprise,2022-06-28T00:00:00
CUST-01276,Customer 1276,customer1276@example.com,US,mid-market,2021-07-10T00:00:00
CUST-01277,Customer 1277,customer1277@example.com,FR,consumer,2021-10-05T00:00:00
CUST-01278,Customer 1278,customer1278@example.com,UK,small-business,2022-05-02T00:00:00
CUST-01279,Customer 1279,customer1279@example.com,IN,small-business,2021-07-24T00:00:00
CUST-01280,Customer 1280,customer1280@example.com,US,enterprise,2021-05-18T00:00:00
CUST-01281,Customer 1281,customer1281@example.com,US,mid-market,2020-04-07T00:00:00
CUST-01282,Customer 1282,customer1282@example.com,AU,small-business,2023-11-17T00:00:00
CUST-01283,Customer 1283,customer1283@example.com,KR,enterprise,2023-04-15T00:00:00
CUST-01284,Customer 1284,customer1284@example.com,FR,mid-market,2020-11-30T00:00:00
CUST-01285,Customer 1285,customer1285@example.com,JP,mid-market,2020-07-26T00:00:00
CUST-01286,Customer 1286,customer1286@example.com,CA,consumer,2020-05-19T00:00:00
CUST-01287,Customer 1287,customer1287@example.com,US,enterprise,2022-11-09T00:00:00
CUST-01288,Customer 1288,customer1288@example.com,FR,small-business,2022-01-31T00:00:00
CUST-01289,Customer 1289,customer1289@example.com,IN,mid-market,2020-06-27T00:00:00
CUST-01290,Customer 1290,customer1290@example.com,DE,mid-market,2023-03-19T00:00:00
CUST-01291,Customer 1291,customer1291@example.com,DE,consumer,2020-05-06T00:00:00
CUST-01292,Customer 1292,customer1292@example.com,IN,mid-market,2021-03-03T00:00:00
CUST-01293,Customer 1293,customer1293@example.com,FR,enterprise,2022-04-19T00:00:00
CUST-01294,Customer 1294,customer1294@example.com,CA,small-business,2023-05-18T00:00:00
CUST-01295,Customer 1295,customer1295@example.com,US,mid-market,2022-05-30T00:00:00
CUST-01296,Customer 1296,customer1296@example.com,IN,consumer,2023-10-04T00:00:00
CUST-01297,Customer 1297,customer1297@example.com,BR,consumer,2022-05-14T00:00:00
CUST-01298,Customer 1298,customer1298@example.com,CA,consumer,2020-02-13T00:00:00
CUST-01299,Customer 1299,customer1299@example.com,AU,consumer,2020-04-12T00:00:00
CUST-01300,Customer 1300,customer1300@example.com,AU,enterprise,2021-01-07T00:00:00
CUST-01301,Customer 1301,customer1301@example.com,CA,mid-market,2022-09-26T00:00:00
CUST-01302,Customer 1302,customer1302@example.com,BR,enterprise,2022-04-10T00:00:00
CUST-01303,Customer 1303,customer1303@example.com,BR,consumer,2021-11-04T00:00:00
CUST-01304,Customer 1304,customer1304@example.com,FR,small-business,2021-01-21T00:00:00
CUST-01305,Customer 1305,customer1305@example.com,US,mid-market,2023-04-30T00:00:00
CUST-01306,Customer 1306,customer1306@example.com,UK,consumer,2021-12-29T00:00:00
CUST-01307,Customer 1307,customer1307@example.com,IN,small-business,2023-02-16T00:00:00
CUST-01308,Customer 1308,customer1308@example.com,UK,small-business,2023-09-27T00:00:00
CUST-01309,Customer 1309,customer1309@example.com,BR,consumer,2022-03-21T00:00:00
CUST-01310,Customer 1310,customer1310@example.com,US,enterprise,2020-07-29T00:00:00
CUST-01311,Customer 1311,customer1311@example.com,CA,mid-market,2020-04-19T00:00:00
CUST-01312,Customer 1312,customer1312@example.com,AU,mid-market,2023-01-02T00:00:00
CUST-01313,Customer 1313,customer1313@example.com,CA,mid-market,2023-07-23T00:00:00
CUST-01314,Customer 1314,customer1314@example.com,AU,mid-market,2021-07-22T00:00:00
CUST-01315,Customer 1315,customer1315@example.com,JP,mid-market,2022-03-30T00:00:00
CUST-01316,Customer 1316,customer1316@example.com,DE,enterprise,2020-12-31T00:00:00
CUST-01317,Customer 1317,customer1317@example.com,FR,mid-market,2021-04-24T00:00:00
CUST-01318,Customer 1318,customer1318@example.com,BR,small-business,2021-06-22T00:00:00
CUST-01319,Customer 1319,customer1319@example.com,KR,mid-market,2022-01-14T00:00:00
CUST-01320,Customer 1320,customer1320@example.com,JP,small-business,2020-08-23T00:00:00
CUST-01321,Customer 1321,customer1321@example.com,FR,enterprise,2021-02-25T00:00:00
CUST-01322,Customer 1322,customer1322@example.com,DE,small-business,2021-10-30T00:00:00
CUST-01323,Customer 1323,customer1323@example.com,BR,enterprise,2023-02-11T00:00:00
CUST-01324,Customer 1324,customer1324@example.com,JP,consumer,2022-05-16T00:00:00
CUST-01325,Customer 1325,customer1325@example.com,UK,mid-market,2020-12-21T00:00:00
CUST-01326,Customer 1326,customer1326@example.com,AU,mid-market,2020-01-23T00:00:00
CUST-01327,Customer 1327,customer1327@example.com,BR,small-business,2022-10-12T00:00:00
CUST-01328,Customer 1328,customer1328@example.com,KR,mid-market,2021-07-28T00:00:00
CUST-01329,Customer 1329,customer1329@example.com,DE,mid-market,2023-12-29T00:00:00
CUST-01330,Customer 1330,customer1330@example.com,IN,mid-market,2021-05-29T00:00:00
CUST-01331,Customer 1331,customer1331@example.com,BR,enterprise,2023-09-15T00:00:00
CUST-01332,Customer 1332,customer1332@example.com,US,enterprise,2022-04-02T00:00:00
